,category,viewCount,likeCount,commentCount,duration,made_for_kids,viewPerComment,tagsCount,year,weekday,time,month,time_of_day,title_length
99,5,4,118161,4374,3,0,518.3125285779606,13,2022,5,2023-05-23 18:41:00,11,1,59
100,5,4,154197,4256,2,0,650.609257518797,0,2022,3,2023-05-23 18:28:00,11,1,29
101,10,4,490259,18328,0,0,269.599519860323,1,2022,2,2023-05-23 21:11:00,11,1,10
102,5,4,117926,2330,3,0,968.9635193133047,12,2022,1,2023-05-23 16:18:00,11,0,52
103,5,4,123234,2615,3,0,1331.0229445506693,8,2022,0,2023-05-23 16:05:00,10,0,22
104,5,4,209089,5884,3,0,694.3261386811693,12,2022,6,2023-05-23 16:53:00,10,0,52
105,5,4,102461,3157,3,0,863.1615457713019,18,2022,5,2023-05-23 19:37:00,10,1,49
106,5,4,180006,6814,3,0,611.1314939829763,9,2022,3,2023-05-23 17:07:00,10,0,17
107,5,4,225611,6715,5,0,684.4205510052122,0,2022,2,2023-05-23 23:09:00,10,1,4
108,10,5,711425,28007,0,0,220.00885492912485,1,2022,5,2023-05-23 01:07:00,10,1,6
109,5,5,829522,43790,0,0,166.0896780086778,1,2022,6,2023-05-23 22:17:00,10,1,28
110,5,4,148648,2621,5,0,1840.7371232354064,5,2022,5,2023-05-23 00:32:00,10,1,37
111,5,4,155887,6888,3,0,592.3678861788618,0,2022,0,2023-05-23 16:56:00,10,0,14
112,5,4,124656,3578,3,0,869.0461151481275,0,2022,5,2023-05-23 16:00:00,10,0,26
113,5,5,238276,16877,2,0,313.58576761272735,11,2022,4,2023-05-23 16:00:00,10,0,17
114,5,4,133030,3670,3,0,849.8787465940054,8,2022,3,2023-05-23 18:55:00,10,1,34
115,5,4,82924,1973,3,0,868.5423213380639,14,2022,2,2023-05-23 17:31:00,10,0,56
116,5,4,84890,2216,3,0,912.1701263537906,6,2022,1,2023-05-23 17:19:00,10,0,45
117,5,4,193346,5712,3,0,806.8142507002801,11,2022,6,2023-05-23 16:39:00,10,0,17
118,5,4,213692,6222,2,0,531.3240115718419,0,2022,5,2023-05-23 18:50:00,10,1,47
119,5,4,178429,16470,3,0,288.5361870066788,7,2022,4,2023-05-23 17:10:00,9,0,15
120,5,4,165769,6947,3,0,524.9359435727653,5,2022,2,2023-05-23 01:42:00,9,1,27
121,5,4,151812,2342,0,0,900.8753202391118,14,2022,0,2023-05-23 16:40:00,9,0,32
122,5,4,116021,3110,3,0,826.1778135048231,17,2022,6,2023-05-23 17:18:00,9,0,41
123,5,5,374090,26480,3,0,204.77054380664651,14,2022,5,2023-05-23 20:16:00,9,1,32
124,5,4,157504,4885,3,0,450.2904810644831,0,2022,5,2023-05-23 00:26:00,9,1,10
125,5,4,181741,4081,3,0,1127.984807645185,11,2022,3,2023-05-23 18:53:00,9,1,18
126,5,4,177089,6074,3,0,669.786466908133,0,2022,1,2023-05-23 19:58:00,9,1,45
127,5,5,226076,7097,4,0,848.8689587149499,14,2022,6,2023-05-23 20:16:00,9,1,27
128,5,4,215763,5782,0,0,353.4609131788309,5,2022,5,2023-05-23 18:52:00,9,1,53
129,5,6,496815,12291,3,0,948.9198600602067,12,2022,6,2023-05-23 16:00:00,9,0,19
130,7,4,355983,16888,0,0,160.0055660824254,3,2022,4,2023-05-23 21:22:00,9,1,33
131,5,4,193262,5419,3,0,740.2644399335671,15,2022,3,2023-05-23 16:00:00,9,0,30
132,5,4,161376,7359,4,0,493.69547492865877,11,2022,1,2023-05-23 17:00:00,9,0,39
133,5,4,226303,10867,3,0,418.0482193797736,5,2022,0,2023-05-23 20:25:00,9,1,36
134,5,4,146711,4707,3,0,665.7937114935203,15,2022,6,2023-05-23 17:59:00,9,0,22
135,5,4,212587,6416,2,0,606.0185473815461,12,2022,5,2023-05-23 19:51:00,9,1,41
136,5,4,112084,2235,3,0,1163.3673378076062,0,2022,2,2023-05-23 19:28:00,8,1,45
137,5,4,168203,5217,3,0,744.9746981023577,15,2022,1,2023-05-23 22:40:00,8,1,28
138,5,5,718384,180089,0,0,40.43278045855105,0,2022,1,2023-05-23 04:24:00,8,1,16
139,5,4,242874,7790,0,0,500.01835686777923,4,2022,6,2023-05-23 15:54:00,8,0,24
140,5,5,542635,33106,3,0,229.9374433637407,5,2022,5,2023-05-23 18:09:00,8,1,39
141,5,4,158102,5351,2,0,673.33077929359,11,2022,4,2023-05-23 16:07:00,8,0,17
142,5,4,142790,4670,2,0,649.3798715203426,11,2022,2,2023-05-23 19:06:00,8,1,45
143,5,4,131844,4644,3,0,474.57988802756245,10,2022,1,2023-05-23 16:43:00,8,0,30
144,5,4,146177,4560,2,0,623.9403508771929,15,2022,6,2023-05-23 22:27:00,8,1,19
145,5,4,147775,6571,3,0,487.30528077918126,7,2022,2,2023-05-23 18:57:00,8,1,30
146,5,5,326024,6818,0,0,792.3213552361397,6,2022,1,2023-05-23 16:03:00,8,0,23
147,5,4,130783,3117,3,0,984.5659287776708,8,2022,0,2023-05-23 22:26:00,8,1,45
148,5,4,392791,465162,0,0,8.835293940605638,2,2022,6,2023-05-23 03:02:00,8,1,16
149,5,4,162567,5061,3,0,807.3801620233155,7,2022,4,2023-05-23 17:04:00,8,0,30
150,5,4,180525,5866,3,0,785.7580975110808,17,2022,3,2023-05-23 16:17:00,8,0,17
151,5,4,154406,4727,2,0,670.5062407446584,14,2022,2,2023-05-23 15:56:00,8,0,18
152,5,5,323987,10785,4,0,837.7260083449235,7,2022,1,2023-05-23 17:39:00,8,0,30
153,5,4,113907,6850,3,0,221.5643795620438,9,2022,0,2023-05-23 17:22:00,8,0,30
154,5,5,204661,7345,2,0,717.0002722940776,11,2022,6,2023-05-23 15:45:00,8,0,20
155,5,4,155956,4064,3,0,875.6281988188977,8,2022,3,2023-05-23 20:40:00,8,1,24
156,5,4,143076,3169,3,0,1061.5941937519722,7,2022,1,2023-05-23 20:29:00,8,1,42
157,5,4,162658,4437,2,0,753.0840658102321,9,2022,0,2023-05-23 16:00:00,8,0,22
158,5,4,120195,3589,4,0,600.1356923934244,3,2022,0,2023-05-23 00:47:00,8,1,31
159,5,4,58011,3309,2,0,334.2015714717437,8,2022,6,2023-05-23 18:46:00,7,1,40
160,5,4,157636,3629,3,0,1004.6354367594379,8,2022,4,2023-05-23 17:42:00,7,0,24
161,5,4,169100,5736,3,0,601.8927824267782,17,2022,3,2023-05-23 15:36:00,7,0,17
162,5,4,229110,16674,3,0,197.09325896605495,8,2022,0,2023-05-23 19:41:00,7,1,29
163,5,4,134081,5254,2,0,411.4122573277503,4,2022,6,2023-05-23 01:06:00,7,1,35
164,5,4,252055,7683,2,0,633.8205128205128,8,2022,5,2023-05-23 17:53:00,7,0,23
165,5,4,155329,2707,2,0,1272.4565940155153,14,2022,4,2023-05-23 19:54:00,7,1,53
166,5,4,101197,7992,3,0,245.03778778778778,11,2022,2,2023-05-23 16:24:00,7,0,38
167,5,4,219366,5435,3,0,888.0014719411223,20,2022,0,2023-05-23 21:51:00,7,1,17
168,5,5,449490,7079,1,0,1043.548523802797,14,2022,5,2023-05-23 17:28:00,7,0,22
169,5,4,194085,6145,3,0,686.0076484947111,8,2022,4,2023-05-23 17:32:00,7,0,26
170,5,4,163318,7387,3,0,427.1087044808447,11,2022,3,2023-05-23 19:35:00,7,1,9
171,5,4,246798,7700,3,0,613.6479220779221,15,2022,2,2023-05-23 20:32:00,7,1,26
172,5,4,234579,7553,3,0,659.60029127499,8,2022,1,2023-05-23 20:27:00,7,1,18
173,5,4,201305,7600,3,0,624.0376315789474,10,2022,0,2023-05-23 16:38:00,7,0,41
174,5,4,150494,5812,2,0,478.3804198210599,9,2022,5,2023-05-23 19:42:00,7,1,40
175,5,4,174625,13058,2,0,245.32845765048248,15,2022,3,2023-05-23 21:29:00,7,1,12
176,5,5,195971,6072,3,0,878.0306324110672,11,2022,2,2023-05-23 19:49:00,7,1,27
177,5,4,161513,2609,2,0,1414.9103104637793,9,2022,1,2023-05-23 16:39:00,7,0,37
178,5,4,176227,7135,2,0,483.2148563419762,11,2022,5,2023-05-23 23:05:00,7,1,17
179,5,4,203791,6842,3,0,671.6859105524701,14,2022,2,2023-05-23 18:51:00,6,1,24
180,5,4,405313,12785,0,0,354.0237778646852,13,2022,0,2023-05-23 02:06:00,6,1,43
181,5,4,194337,6717,2,0,616.9449158850678,20,2022,5,2023-05-23 20:15:00,6,1,17
182,5,4,112665,3774,4,0,619.7307896131425,10,2022,3,2023-05-23 22:30:00,6,1,39
183,5,4,168452,3603,2,0,1043.5584235359422,9,2022,2,2023-05-23 16:42:00,6,0,37
184,5,4,133795,3871,3,0,652.5083957633686,9,2022,0,2023-05-23 16:35:00,6,0,41
185,5,5,220735,5642,3,0,976.660404112017,9,2022,6,2023-05-23 17:43:00,6,0,39
186,5,5,340620,23292,2,0,278.40151124849734,12,2022,4,2023-05-23 16:23:00,6,0,32
187,5,4,298036,6560,3,0,694.4448170731707,8,2022,3,2023-05-23 16:58:00,6,0,55
188,5,4,190253,4596,3,0,1057.1259791122716,14,2022,2,2023-05-23 16:10:00,6,0,47
189,5,4,168378,13150,3,0,201.33498098859314,9,2022,0,2023-05-23 19:20:00,6,1,50
190,5,5,409448,12684,2,0,711.615894039735,13,2022,5,2023-05-23 23:55:00,6,1,23
191,5,4,188765,6937,2,0,435.2698572870117,22,2022,4,2023-05-23 18:36:00,6,1,29
192,5,5,263535,9427,3,0,612.1452211732259,15,2022,2,2023-05-23 16:14:00,6,0,25
193,5,5,349402,5659,0,0,1041.7695705955116,13,2022,1,2023-05-23 18:18:00,6,1,12
194,5,4,207568,11660,3,0,344.81423670668954,15,2022,0,2023-05-23 16:18:00,6,0,32
195,5,4,220669,6418,3,0,730.1128077282642,20,2022,5,2023-05-23 18:35:00,6,1,17
196,5,4,216773,10602,3,0,363.0880022637238,14,2022,5,2023-05-23 00:14:00,6,1,33
197,1,4,222337,3030,0,0,1251.6247524752475,20,2022,2,2023-05-23 16:00:00,6,0,13
198,5,4,123081,2784,3,0,1168.3301005747126,13,2022,1,2023-05-23 17:29:00,5,0,31
199,5,6,275692,9631,4,0,1185.7077146713737,17,2022,0,2023-05-23 18:45:00,5,1,17
200,5,4,177703,6063,3,0,557.4197591951179,13,2022,5,2023-05-23 18:46:00,5,1,17
201,5,4,146485,3204,2,0,916.2359550561798,14,2022,3,2023-05-23 20:56:00,5,1,33
202,5,5,271134,7141,3,0,797.3780983055594,15,2022,2,2023-05-23 19:59:00,5,1,10
203,5,4,168218,3248,2,0,1143.9455049261085,13,2022,1,2023-05-23 19:24:00,5,1,65
204,5,4,191298,11841,3,0,305.0291360526983,9,2022,0,2023-05-23 17:19:00,5,0,41
205,5,5,272686,7423,2,0,759.9725178499259,18,2022,6,2023-05-23 16:07:00,5,0,17
206,5,4,156787,4111,2,0,681.6499635125274,17,2022,5,2023-05-23 16:00:00,5,0,23
207,5,5,221151,4696,3,0,1150.0945485519592,16,2022,4,2023-05-23 16:09:00,5,0,20
208,5,5,324226,11167,3,0,611.0570430733411,15,2022,3,2023-05-23 16:00:00,5,0,9
209,5,5,291503,9763,2,0,603.1574311174844,8,2022,2,2023-05-23 16:00:00,5,0,9
210,5,5,250263,6071,3,0,1052.3436007247572,14,2022,1,2023-05-23 19:00:00,5,1,46
211,5,6,450964,25247,5,0,731.1820018219986,5,2022,1,2023-05-23 01:14:00,5,1,25
212,5,4,149642,2447,5,0,1682.1156518185533,13,2022,1,2023-05-23 01:01:00,5,1,56
213,5,4,128743,2582,4,0,1321.6998450813323,8,2022,1,2023-05-23 01:01:00,5,1,53
214,5,6,272488,42606,5,0,422.60759048021407,14,2022,0,2023-05-23 19:55:00,5,1,45
215,1,4,151856,6705,3,0,310.00939597315437,14,2022,6,2023-05-23 19:00:00,5,1,40
216,10,4,209977,5671,5,0,521.2898959619115,7,2022,0,2023-05-23 01:41:00,5,1,22
217,3,5,287543,17532,1,0,413.247376226329,31,2022,0,2023-05-23 19:00:00,5,1,32
218,5,4,241735,6344,0,0,433.1626733921816,3,2022,2,2023-05-23 12:26:00,4,0,47
219,3,4,94796,5103,0,0,631.1146384479717,9,2022,0,2023-05-23 19:00:00,4,1,60
220,3,4,177383,10677,0,0,195.06443757609816,8,2022,0,2023-05-23 19:00:00,4,1,91
221,1,4,288637,7069,1,0,629.7677182062527,16,2022,6,2023-05-23 19:00:00,4,1,39
222,5,4,187940,4357,2,0,763.8879963277484,18,2022,4,2023-05-23 21:57:00,4,1,45
223,5,4,178516,6971,2,0,498.9992827427916,11,2022,2,2023-05-23 19:00:00,4,1,12
224,5,4,382824,10936,0,0,425.47494513533286,11,2022,1,2023-05-23 19:00:00,4,1,39
225,3,4,161101,7215,0,0,267.1779625779626,5,2022,0,2023-05-23 19:00:00,4,1,27
226,3,6,711113,43790,1,0,472.1460835807262,28,2022,0,2023-05-23 19:00:00,4,1,32
227,5,5,210908,7409,4,0,840.7870157916049,10,2022,1,2023-05-23 02:00:00,3,1,50
228,5,5,200843,7697,4,0,716.697804339353,9,2022,0,2023-05-23 02:37:00,3,1,36
229,5,5,177228,5549,4,0,934.2818525860515,8,2022,5,2023-05-23 01:37:00,3,1,36
230,5,4,216379,7067,2,0,650.5965756332248,11,2022,2,2023-05-23 21:19:00,3,1,22
231,5,6,411690,13752,5,0,1000.8270796974986,6,2022,0,2023-05-23 00:42:00,3,1,36
232,5,4,156204,7427,4,0,443.51649387370406,11,2022,4,2023-05-23 20:15:00,3,1,10
233,5,4,233217,9692,3,0,478.21801485761455,18,2022,3,2023-05-23 20:06:00,3,1,27
234,1,4,175049,4405,5,0,636.0976163450624,3,2022,3,2023-05-23 02:42:00,3,1,33
235,4,6,497392,44472,0,0,583.7698327037236,6,2022,4,2023-05-23 20:00:00,3,1,43
236,5,6,513074,5703,0,0,1813.497808171138,18,2022,2,2023-05-23 20:01:00,3,1,28
237,5,4,217440,6949,2,0,714.1808893365952,18,2022,0,2023-05-23 17:15:00,2,0,17
238,5,4,159981,6252,4,0,655.9197056941779,5,2022,5,2023-05-23 20:39:00,2,1,10
239,5,5,284352,15424,3,0,333.009984439834,12,2022,3,2023-05-23 19:37:00,2,1,8
240,5,5,202915,6651,3,0,767.9753420538265,18,2022,1,2023-05-23 17:50:00,2,0,34
241,5,5,233383,9515,3,0,611.6172359432475,19,2022,0,2023-05-23 17:00:00,2,0,17
242,5,5,276671,10741,4,0,556.7314030350991,14,2022,6,2023-05-23 19:56:00,2,1,28
243,5,4,117622,2411,4,0,854.9357113231024,4,2022,6,2023-05-23 19:14:00,2,1,31
244,5,5,301539,11969,4,0,560.1845601136268,9,2022,3,2023-05-23 21:02:00,2,1,15
245,1,4,335502,4684,0,0,1048.4188727583262,12,2022,2,2023-05-23 22:24:00,2,1,26
246,5,5,337235,8866,3,0,773.1407624633431,14,2022,0,2023-05-23 17:00:00,2,0,27
247,5,6,975464,75768,2,0,200.64696177805934,8,2022,5,2023-05-23 16:06:00,2,0,30
248,5,4,110079,4776,3,0,442.125418760469,12,2022,3,2023-05-23 17:00:00,2,0,14
249,5,5,208916,8044,3,0,704.3511934361014,21,2022,1,2023-05-23 18:30:00,2,1,17
250,5,5,251993,8736,3,0,740.8112408424909,20,2022,0,2023-05-23 16:43:00,2,0,23
251,5,4,77170,2401,3,0,581.0295710120783,13,2022,6,2023-05-23 23:06:00,2,1,32
252,5,4,217747,6887,2,0,609.9532452446639,18,2022,5,2023-05-23 19:29:00,2,1,27
253,5,4,92845,3275,3,0,714.8009160305344,20,2022,4,2023-05-23 20:30:00,2,1,45
254,5,4,217998,8605,3,0,543.891458454387,10,2022,3,2023-05-23 19:18:00,2,1,15
255,5,4,192087,13910,2,0,201.56901509705247,17,2022,2,2023-05-23 19:29:00,2,1,7
256,5,4,99048,2809,4,0,1345.7176931292274,16,2022,1,2023-05-23 22:34:00,2,1,32
257,5,4,217993,7727,2,0,519.7051895949269,12,2022,0,2023-05-23 17:48:00,1,0,16
258,5,4,83477,2420,3,0,693.959090909091,13,2022,5,2023-05-23 20:10:00,1,1,32
259,5,5,239508,5744,3,0,874.5255919220056,18,2022,4,2023-05-23 17:59:00,1,0,17
260,5,4,150159,3733,3,0,881.7704259308866,12,2022,2,2023-05-23 19:49:00,1,1,23
261,5,4,101546,2833,4,0,1280.486057183198,16,2022,1,2023-05-23 22:31:00,1,1,32
262,5,4,263992,13743,0,0,220.3496325402023,4,2022,1,2023-05-23 00:11:00,1,1,1
263,5,5,240496,9129,3,0,717.4993975243729,18,2022,6,2023-05-23 20:57:00,1,1,17
264,5,4,100473,2959,3,0,883.6711726934775,16,2022,5,2023-05-23 21:05:00,1,1,32
265,5,5,297695,15669,3,0,381.3935796796222,11,2022,3,2023-05-23 20:07:00,1,1,15
266,5,4,140375,9109,4,0,358.5374903941157,14,2022,2,2023-05-23 18:26:00,1,1,30
267,5,4,109925,2975,3,0,973.1267226890757,16,2022,6,2023-05-23 18:28:00,1,1,32
268,5,4,119711,4238,3,0,539.7142520056631,14,2022,5,2023-05-23 17:36:00,1,0,21
269,5,5,296756,9511,3,0,823.0606665965724,18,2022,4,2023-05-23 19:07:00,1,1,17
270,5,4,116234,6010,3,0,396.4479201331115,14,2022,3,2023-05-23 19:35:00,1,1,21
271,5,4,124018,3326,3,0,1240.5844858689115,16,2022,2,2023-05-23 21:15:00,1,1,32
272,5,4,119996,3743,4,0,837.6417312316324,14,2022,1,2023-05-23 18:23:00,1,1,20
273,5,4,306257,32108,0,0,90.95614800049832,4,2022,0,2023-05-23 18:35:00,1,1,17
274,5,4,189947,6094,3,0,761.1214309156547,15,2022,6,2023-05-23 20:31:00,1,1,23
275,5,4,129756,6689,3,0,424.998804006578,14,2022,4,2023-05-23 22:32:00,1,1,20
276,5,4,115183,4755,3,0,589.3817034700315,12,2022,3,2023-05-23 18:19:00,1,1,19
